timestamp,hour_of_day,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,risk_score,anomaly
2022-12-23 04:02:34,4,0x905c58bd08384496022948bde9d2a31a2cafb958,0xbe9deb352c06de4d13094d3b005a2f6176e0b4f1,168.0570462848654,transfer,North America,172.0,1,31,random,new,33.75,low_risk
2022-02-11 00:50:40,0,0x843edcd028b934def2fe178caf7f32756f4beff2,0xef361793cd6573a2ea89fb9913efb850fa5430f0,268.4257798774461,transfer,South America,192.0,8,140,high_value,veteran,47.25,low_risk
2022-07-10 10:22:01,10,0xcb4da8b5cb522d14cbba667218c5562827c4b771,0x88d991c7b82b38c3946dd5254002c7509e62c89b,444.4037639406027,transfer,North America,172.0,4,69,focused,established,15.75,low_risk
2022-04-22 04:07:32,4,0x63090ea6afb98c9473a6d91cb66cfbf31afefb1f,0x6f978be565d6d01f74c819eec715a8a4d026b679,134.5056715495005,transfer,South America,172.0,5,66,focused,established,20.25,low_risk
2022-06-11 20:40:05,20,0x816c6b3b530184e078d3c89dc74e53c749cc0acc,0x1be86b54194e0185d797b09286f363ee03648af3,512.27631683721,sale,Europe,192.168,2,28,random,new,42.0,low_risk
2022-10-11 07:56:07,7,0x7a8ee352be59203fb99e874c83a6c70b23a22557,0xef361793cd6573a2ea89fb9913efb850fa5430f0,395.20975378725404,purchase,Africa,192.0,4,72,focused,established,26.25,low_risk
2022-10-07 10:53:23,10,0x725898e4e2784026cdbf89f8dfe77dc965f2059d,0xa47a97907b93d454b7ec8c9a6b3d02ff838c052d,853.0376514208114,sale,North America,10.0,7,104,high_value,veteran,62.5,moderate_risk
2022-11-03 10:24:44,10,0x4f3070a2a31388c4897667752bbfac56d6426bb0,0x1a36a5e00724ede9f2058040c61f7e9ad0b0daf0,551.7465124776907,sale,North America,10.0,1,27,random,new,42.0,low_risk
2022-01-19 18:12:34,18,0x89b0869d0c38af44f7ceb985866ebfa0b33e3c45,0x286ef64d01b015ec5eb8b5da32cb1ebd235806fd,879.194163788466,purchase,North America,192.168,4,43,focused,established,31.25,low_risk
2022-01-31 20:04:23,20,0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,0xd6e251c23cbf52dbd472f079147873e655d8096f,672.2070164135024,sale,Europe,172.16,6,106,high_value,veteran,52.5,low_risk
2022-12-15 01:11:15,1,0x81869cf94beea3021b94269ad41ed0b69fedae2f,0x94c8462edd20b1e2b3d44bd63c2e3c05acd73671,445.49185266657724,transfer,North America,192.0,2,31,random,new,35.4375,low_risk
2022-10-06 20:17:50,20,0xa61219986994faa88f77140820ed84e4dd936ea9,0x3ad530ed0f019b018aae1dfb75a5ce8a11ddf799,816.85196530295,purchase,Europe,192.0,3,57,focused,established,31.25,low_risk
2022-02-12 01:31:52,1,0x794d36a3b1eaa49b97ea4e3b52aca37977e916c6,0xc028752d06eb95cdd6a708346ba0849e2495fc3d,391.8868745407297,purchase,North America,172.16,3,75,focused,established,35.4375,low_risk
2022-11-30 16:32:47,16,0xd03d6a433a903052df6420f3756a79b8cc7aadcd,0x99d8f6c4760a1078c3bceed9e27e397fb488e19a,0.01,scam,Europe,172.16,2,31,random,new,90.0,high_risk
2022-09-04 16:59:42,16,0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,0x55f58111180d5b856ffd7688ac1a83c7901edeb8,324.8842299342325,sale,South America,192.0,7,98,high_value,veteran,52.5,low_risk
2022-07-13 19:11:15,19,0xd78ae0cc628fc633cbc15641831fdff191d1dc9b,0xe39ec067dc8caca519b0ef9d7c7218a6ad20bc36,733.9229771204153,sale,North America,192.0,6,148,high_value,veteran,62.5,moderate_risk
2022-01-11 08:50:00,8,0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,0xdd084a05770e5a85134701d2819de79429fb1304,541.1849144388013,transfer,North America,172.0,8,141,high_value,veteran,36.75,low_risk
2022-07-04 12:48:56,12,0x00e146b83342807fb6d5ada66b9559de1fcb7635,0x078a440a8081b3267f14dbe15dceb028c13c83c9,447.5195281436316,purchase,Africa,192.0,2,22,random,new,36.75,low_risk
2022-11-20 08:52:24,8,0x98cf46ad000046c94367f312ee24c8297c60e1d4,0xbbd27de41c75703fbc5b4ad84aa813903bb2e80f,539.3763970779623,transfer,Africa,172.16,4,56,focused,established,15.75,low_risk
2022-09-30 06:06:23,6,0x8ca817f27899447883bbe06223d7772a0fd9e403,0xb7285449d4d724457efcb17bb0aab764dad2015e,371.48865631094736,sale,North America,172.16,8,148,high_value,veteran,70.875,moderate_risk
2022-06-21 18:49:06,18,0x779d3785a9907ba019161da9296c894dc6e7a30d,0xeb3551a15169e024420f534a448795b3a2515765,231.17665949676604,sale,Asia,172.0,8,99,high_value,veteran,50.0,low_risk
2022-06-18 18:03:01,18,0x16cac4488ea52c294dedbdcdb6906fa73a088380,0x38a75a8624bff4732f2298a515d3b606d090a0cb,628.3333914279062,purchase,Europe,192.168,1,34,random,new,36.75,low_risk
2022-04-19 22:05:54,22,0x930a6cd16e7b408b2edbea715e0ada85f6a753e4,0x69e758587e917bebe6d8033afd4fadec04336eb0,400.90101985670725,sale,Africa,192.168,2,23,random,new,42.0,low_risk
2022-06-02 02:20:46,2,0x7c1e9d856ed64a295038809eb90cfd32e2af73f2,0x0fd40817091612a919e4393fd4cdb25b6112e31b,635.5550035241351,purchase,Asia,192.0,4,79,focused,established,35.4375,low_risk
2022-05-01 08:06:21,8,0x5a2f612d6ae32fedf11f48a7895e4dcd78937941,0x68ec59f4c70c9dab08d0a2f3cbde660c660e9350,749.6431807325434,sale,Africa,10.0,7,111,high_value,veteran,62.5,moderate_risk
2022-08-13 14:03:43,14,0x03ebaf3f967767ea31c49025fd6928619ec43afd,0xc7bdf2bdc064310896794a9cd1db8eef07ffc32e,303.29911719976076,phishing,South America,172.16,1,26,random,new,100.0,high_risk
2022-03-01 00:32:53,0,0xffa670245089044b1e355508a7843692a25a5e52,0xdce371e2762ac4250469f709c5b766e754e2c9a2,700.355953234873,purchase,Asia,10.0,1,38,random,new,59.0625,low_risk
2022-12-02 16:29:14,16,0x880517c4e61f634eb26e59e702726e2cbae53959,0x66b871992b2d3ebf1e5b94699275469800e796ca,229.9910881505653,transfer,Africa,192.168,2,33,random,new,25.0,low_risk
2022-10-02 12:47:38,12,0x47989ac5c0879ef6ca9f0278735453e53708a949,0x364b5e310709b4424f3248e11df3c79f8a60a3c7,44.34249664308288,transfer,Africa,172.0,3,77,focused,established,15.0,low_risk
2022-01-09 06:30:31,6,0x81b86feda8f0eac2e88a71e30c62d179877dbd4d,0x290a2c307ede6a392103eafe706dc0d1570ce5b1,787.8369180950667,purchase,Africa,172.0,5,74,focused,established,42.1875,low_risk
2022-08-09 04:06:45,4,0xe3cba2dd0c1ab1419e3ebdb5babf2f18ec065807,0x74a8927bbb9f4ca8c0a3feede1b4b890a10342ee,0.01,transfer,Asia,10.0,5,76,focused,established,20.25,low_risk
2022-01-18 23:54:09,23,0x0ad8484a353ad7e38bb893f8d331d5adbe1b71e5,0x4bfe6fa35149db081520aea5e503946572718756,719.1126424450999,scam,Europe,192.0,2,22,random,new,100.0,high_risk
2022-01-26 12:33:42,12,0xd7f3ca7f43868f176e787375424f4231c3a949f9,0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,816.2836394533505,sale,Africa,172.16,7,81,high_value,veteran,62.5,moderate_risk
2022-02-15 20:42:31,20,0x8ac3b7bd531b3a833032f07d4e47c7af6ea7bace,0xc4e8600d5e8b478caf4443955369b48d72d00719,635.5512523239609,purchase,South America,192.0,5,40,focused,established,26.25,low_risk
2022-04-10 13:16:36,13,0xe4c68520d78b29150c4daeab415c1190c50c9bb2,0x9c90e60ef483c906eaf9b4e7a438b92d56a362f8,592.7873214631384,purchase,Africa,172.16,1,37,random,new,36.75,low_risk
2022-10-28 08:14:12,8,0x05ba8f096cd5c9bdfc568ee2b282680999a373a6,0x1cbae106f89f3cd4d4ba3d4d92cf2caedeb1dbac,529.1069185522443,sale,North America,172.0,7,145,high_value,veteran,52.5,low_risk
2022-08-01 12:01:54,12,0xee6e1f1dcdee441d29f0ded1a7ea8d395c6e21d4,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,404.74111090439067,sale,North America,172.16,7,138,high_value,veteran,52.5,low_risk
2022-04-05 23:46:46,23,0xf6511ed068459cab3225fb900437fdfae446e53a,0x113844f9fdd2eb60e8083dec243c1d9522c8af9a,578.1994736557722,scam,South America,192.168,2,28,random,new,94.5,high_risk
2022-10-16 09:24:24,9,0xa086902ca6e836e1aaeeb6efe4e24350fb0e2401,0x18ca211b4cc7a9d06b45a0bda9dee282aca47f06,792.3146628591071,transfer,North America,172.0,8,132,high_value,veteran,43.75,low_risk
2022-12-19 18:48:46,18,0xbaea3ed4a1a9cd58ccce5e0f52c68c852deb5c68,0xa0a19623fa75eae2eae5d45eb115574d6aee9390,604.6853185504091,phishing,Europe,192.0,2,32,random,new,100.0,high_risk
2022-10-11 13:43:06,13,0xe10fd2a98505e27f1a320465c0fbb31f142aa706,0x0f91c61e58fd468b96f50aa53673b9ffccfaa89a,763.7565760320622,transfer,Africa,10.0,1,32,random,new,31.25,low_risk
2022-04-29 20:48:36,20,0xc1c425042188c182c720f0853279cadf5e75ca87,0xa58871acb8e7d95bf26fb4828889a5bc04b8827b,528.3222446043833,sale,South America,192.168,7,103,high_value,veteran,52.5,low_risk
2022-07-24 07:18:42,7,0xaaec637c900bb196a381fce271e6cfdb2692e4dd,0x40ae276ca968c3d5461178fad0ff52f00ef148d8,873.0147410536624,sale,Europe,172.0,2,37,random,new,50.0,low_risk
2022-09-17 06:49:25,6,0xcd911350d6fe15e85145d6e03f2573e19b1bc9bb,0x26574dcd0db966e4b88999f601486fe0d0379137,489.92011418508287,sale,Asia,172.0,8,124,high_value,veteran,70.875,moderate_risk
2022-05-24 09:40:36,9,0xbb12ba94beac38af7e60841ccce50bccf58156fb,0x44155e9a18cbdb540dcff0b1aafb54cfa723ae11,717.0661976065744,sale,North America,10.0,2,32,random,new,50.0,low_risk
2022-07-04 23:41:26,23,0x39f82e1c09bc6d7baccc1e79e5621ff812f50572,0x8dc3ba6ac5abfb17dd1ea5c9219fa276db59676a,775.583958256203,purchase,Africa,192.168,5,45,focused,established,31.25,low_risk
2022-11-26 22:18:38,22,0xc437f6b9d6dc254046417aa7b0aae3673cb267cd,0x7edf38e871e45f5ba43353447099e31d327188e2,423.52204875571863,sale,Europe,172.16,8,111,high_value,veteran,52.5,low_risk
2022-10-03 04:18:32,4,0xdda7960a274187f8aa0ae1737a6aa9342b244f2f,0x16dfa2c3b52aae5eaaccd191fa7d2849e6dd4210,152.0687251554533,scam,Asia,10.0,1,34,random,new,100.0,high_risk
2022-05-17 10:59:34,10,0xaaf0e31bb5224b664aa7f16c519824e8ae8295ca,0x1a449fb2e65853dcf49451577cae1834b6505693,630.12145719921,phishing,Asia,10.0,1,37,random,new,100.0,high_risk
2022-06-29 21:12:20,21,0xd651f242d9df253e53183acada0523ee55063d7f,0xec2d86edc26d619054bd327269b6cb3dcd23a365,840.3875231221923,sale,Europe,172.0,7,131,high_value,veteran,62.5,moderate_risk
2022-10-10 21:16:54,21,0x927eb5472ae6124e561287052ba08e71b72ab8c5,0x651ed6aa3fcf9726567183880190c84b52ffde19,814.788863211101,transfer,South America,192.0,4,43,focused,established,18.75,low_risk
2022-01-30 17:43:43,17,0xbc5b7170946b3c50c5cc2ca79fe505e29f4ffe44,0xdd2a6104563d84dbf28c974c2532c62a2ab0b6ea,743.5901891974801,sale,North America,10.0,1,21,random,new,50.0,low_risk
2022-11-15 21:27:23,21,0x8b488bb5567630e78574cf87afeaa98d76cb846d,0xac8faba6410d0b51c4f5209df09df9df09cb8f8d,645.2843956451262,sale,Europe,192.0,7,83,high_value,veteran,52.5,low_risk
2022-10-16 07:30:11,7,0x07ae54d2cca63499e1b18bd44ef724cd2b1504cc,0xf54bbc643ab9f5d23a995afb9aa0d1f523b5d3dd,205.0301414478365,transfer,North America,172.0,4,46,focused,established,15.0,low_risk
2022-08-18 00:35:22,0,0xb8f622392d62bf1b4cc825591ed7fafdf8409216,0x691649f8bff990271b207da5b09c7e6e3c9a20b4,282.8446105366661,purchase,Europe,192.168,5,59,focused,established,33.75,low_risk
2022-01-06 19:12:48,19,0xe333e33e170523fee2404976b1d8a59172ad3a52,0xca36b5b4d2116e36c06b015c91a428485a47861b,1019.6428943047923,sale,Asia,192.0,8,148,high_value,veteran,62.5,moderate_risk
2022-10-28 19:09:16,19,0x657d302f6215a1e6ac402ea251013b9a30e90fc5,0xa1f214ac84f415a7f70cde1c339f376952f3f787,422.2977358844482,transfer,South America,172.0,5,44,focused,established,15.75,low_risk
2022-04-08 22:01:57,22,0xff209e4a1ce114ec3e245cf48fa19eeaff9cec31,0xca22475c4e661dd31340a9d6a7ec669f694ff981,358.96168650928644,transfer,Africa,172.0,1,27,random,new,26.25,low_risk
2022-10-16 08:33:23,8,0x4a9f79d11c8aa1989647fee30c194d53abd4ddb4,0x559b92a49a06bac3e9e2891e6970db6e572ef3cd,260.8212078681683,sale,Asia,10.0,8,132,high_value,veteran,50.0,low_risk
2022-10-09 14:36:28,14,0xba786f8ea9c1474ee19f8b9792fce16bf25ed6ee,0x347a7c61d655e72cb3230b6b964c52f070d887ef,183.38482844134558,purchase,Asia,10.0,5,68,focused,established,25.0,low_risk
2022-05-06 08:19:48,8,0xabe13221982d3220a2b61e555e100ebd2edba4e2,0x882e66becb699db65a45f80613995658b2f73150,720.6611066827622,purchase,North America,172.0,5,70,focused,established,31.25,low_risk
2022-04-11 12:09:22,12,0x22ccdd76da6ea44a34cf71d61a6f664a4efb5e60,0x2db898c7146a79658284d3c1f378b0bd4de02348,578.989160972291,scam,Africa,10.0,2,24,random,new,94.5,high_risk
2022-11-20 06:24:06,6,0x51c0d24ccc5d9b0dd793052cb2d41efde2568056,0x8771d262c0c31da28a8c42b89d8cf3fb8396e6dd,268.29319780727053,sale,North America,192.0,8,102,high_value,veteran,67.5,moderate_risk
2022-10-18 22:45:55,22,0x2c4fbce6eb44fb7847bd9784c63213eee683a8c8,0x4a31884ed8b745b57e7d59f7454c792c8b1fe5c3,1373.4755492751433,sale,South America,172.0,7,158,high_value,veteran,62.5,moderate_risk
2022-05-17 23:38:41,23,0xbaa4224a73405f75187044191c713b9ede6d3f8c,0xb64d5244310bc31b0b17bbacba340bcd47456e14,924.9027283191685,transfer,Asia,172.0,4,44,focused,established,18.75,low_risk
2022-10-05 20:06:27,20,0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,0xd92a3fafc71c2c3cde19665c9f46ec67638e33a1,749.9194169726999,transfer,South America,192.0,4,56,focused,established,18.75,low_risk
2022-02-16 02:06:10,2,0x9de9fc6bb19bf6cc1f68f6c9bc3cf55d0e175b84,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,374.46626324231937,purchase,Africa,172.0,4,62,focused,established,35.4375,low_risk
2022-06-02 03:49:37,3,0x2c934cd327d06eca3c8232ae66a818e1d9daf0c9,0xadc445c80282504e4af6afeb5681fded2c3d6069,365.18186998630785,sale,North America,172.0,1,38,random,new,56.7,low_risk
